customer_id,first_name,last_name,email,active,create_date,amount,payment_date,film_id,title,rental_duration,replacement_cost,rating,store_id,rental_date,return_date
191,Jeanette,Greene,jeanette.greene@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 06:37:38.996577,976,Wind Phantom,6,12.99,R,2,2005-06-15 08:09:12,2005-06-17 04:05:12
183,Ida,Andrews,ida.andrews@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 06:42:23.996577,153,Citizen Shrek,7,18.99,G,1,2005-06-15 08:13:57,2005-06-18 09:36:57
266,Nora,Herrera,nora.herrera@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 06:44:32.996577,570,Mermaid Insects,5,20.99,NC-17,2,2005-06-15 08:16:06,2005-06-21 04:10:06
511,Chester,Benner,chester.benner@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 06:50:05.996577,649,Oz Liaisons,4,14.99,R,2,2005-06-15 08:21:39,2005-06-17 11:03:39
539,Mathew,Bolin,mathew.bolin@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 06:53:59.996577,42,Artist Coldblooded,5,10.99,NC-17,2,2005-06-15 08:25:33,2005-06-21 04:02:33
470,Gordon,Allard,gordon.allard@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 06:55:56.996577,697,Primary Glass,7,16.99,G,2,2005-06-15 08:27:30,2005-06-16 09:46:30
463,Darrell,Power,darrell.power@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 06:55:59.996577,304,Fargo Gandhi,3,28.99,G,1,2005-06-15 08:27:33,2005-06-17 03:58:33
254,Maxine,Silva,maxine.silva@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 07:01:32.996577,234,Disturbing Scarface,6,27.99,R,2,2005-06-15 08:33:06,2005-06-19 07:36:06
179,Dana,Hart,dana.hart@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 07:09:39.996577,169,Comforts Rush,3,19.99,NC-17,1,2005-06-15 08:41:13,2005-06-23 13:13:13
104,Rita,Graham,rita.graham@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 07:10:04.996577,914,Trouble Date,6,13.99,PG,2,2005-06-15 08:41:38,2005-06-22 14:02:38
456,Ronnie,Ricketts,ronnie.ricketts@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 07:10:18.996577,181,Contact Anonymous,7,10.99,PG-13,2,2005-06-15 08:41:52,2005-06-19 05:30:52
522,Arnold,Havens,arnold.havens@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 07:12:35.996577,693,Potter Connecticut,5,16.99,PG,1,2005-06-15 08:44:09,2005-06-21 06:04:09
540,Tyrone,Asher,tyrone.asher@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 07:21:10.996577,417,Hills Neighbors,5,29.99,G,2,2005-06-15 08:52:44,2005-06-24 13:36:44
176,June,Carroll,june.carroll@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 07:23:27.996577,679,Pilot Hoosiers,6,17.99,PG,2,2005-06-15 08:55:01,2005-06-24 04:22:01
178,Marion,Snyder,marion.snyder@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 07:32:18.996577,989,Working Microcosmos,4,22.99,R,2,2005-06-15 09:03:52,2005-06-21 07:53:52
127,Elaine,Stevens,elaine.stevens@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 07:34:50.996577,632,Nuts Ties,5,10.99,NC-17,1,2005-06-15 09:06:24,2005-06-18 06:58:24
449,Oscar,Aquino,oscar.aquino@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 07:45:46.996577,637,Open African,7,16.99,PG,1,2005-06-15 09:17:20,2005-06-18 10:14:20
200,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 07:52:25.996577,382,Grit Clockwork,3,21.99,PG,1,2005-06-15 09:23:59,2005-06-19 03:44:59
4,Barbara,Jones,barbara.jones@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 07:59:54.996577,239,Dogma Family,5,16.99,G,2,2005-06-15 09:31:28,2005-06-19 04:33:28
91,Lois,Butler,lois.butler@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:03:16.996577,347,Games Bowfinger,7,17.99,PG-13,1,2005-06-15 09:34:50,2005-06-21 12:07:50
186,Holly,Fox,holly.fox@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 08:04:45.996577,554,Malkovich Pet,6,22.99,G,2,2005-06-15 09:36:19,2005-06-17 13:54:19
33,Anna,Hill,anna.hill@sakilacustomer.org,1,2006-02-14,10.99,2007-02-15 08:14:59.996577,324,Flintstones Happiness,3,11.99,PG-13,2,2005-06-15 09:46:33,2005-06-24 08:56:33
365,Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 08:24:23.996577,436,Hours Rage,4,14.99,NC-17,1,2005-06-15 09:55:57,2005-06-20 14:26:57
242,Glenda,Frazier,glenda.frazier@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:24:28.996577,288,Escape Metropolis,7,20.99,R,1,2005-06-15 09:56:02,2005-06-24 07:00:02
8,Susan,Wilson,susan.wilson@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 08:27:42.996577,42,Artist Coldblooded,5,10.99,NC-17,2,2005-06-15 09:59:16,2005-06-19 09:48:16
524,Jared,Ely,jared.ely@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 08:27:50.996577,461,Insects Stone,3,14.99,NC-17,2,2005-06-15 09:59:24,2005-06-19 09:37:24
507,Edgar,Rhoads,edgar.rhoads@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:34:41.996577,81,Blindness Gun,6,29.99,PG-13,1,2005-06-15 10:06:15,2005-06-20 04:50:15
